reading_id,device_id,site,recorded_at,temperature_c,humidity_pct,pressure_hpa,battery_pct,status
25,SNS-05,Greenhouse 1,2025-11-03T02:00:00Z,23.1,74.8,997.4,72,ok
26,SNS-06,Greenhouse 2,2025-11-03T02:00:00Z,26.7,80.8,1019.0,60,ok
27,SNS-07,Roof Deck,2025-11-03T02:00:00Z,3.7,73.1,999.1,97,ok
28,SNS-08,Basement Corridor,2025-11-03T02:00:00Z,13.3,66.7,992.4,72,ok
29,SNS-09,Packing Hall,2025-11-03T02:00:00Z,18.9,51.1,1010.4,64,ok
30,SNS-10,Water Plant,2025-11-03T02:00:00Z,10.5,85.4,1008.9,74,ok
31,SNS-01,Cold Store A,2025-11-03T03:00:00Z,-18.6,63.2,1028.6,95,ok
32,SNS-02,Cold Store B,2025-11-03T03:00:00Z,-16.9,61.8,1028.7,11,low-battery
33,SNS-03,Loading Bay,2025-11-03T03:00:00Z,7.3,61.5,998.2,92,ok
34,SNS-04,Server Room,2025-11-03T03:00:00Z,21.4,35.9,1026.0,96,ok
35,SNS-05,Greenhouse 1,2025-11-03T03:00:00Z,22.9,74.0,997.2,72,ok
36,SNS-06,Greenhouse 2,2025-11-03T03:00:00Z,26.0,79.4,1018.7,60,ok
37,SNS-07,Roof Deck,2025-11-03T03:00:00Z,4.1,72.8,999.4,97,ok
38,SNS-08,Basement Corridor,2025-11-03T03:00:00Z,12.6,66.2,993.0,72,ok
39,SNS-09,Packing Hall,2025-11-03T03:00:00Z,19.0,52.1,1010.9,64,ok
40,SNS-10,Water Plant,2025-11-03T03:00:00Z,10.3,84.2,1008.6,74,ok
41,SNS-01,Cold Store A,2025-11-03T04:00:00Z,-19.2,64.2,1028.2,95,ok
42,SNS-02,Cold Store B,2025-11-03T04:00:00Z,-17.1,60.5,1028.5,11,low-battery
43,SNS-03,Loading Bay,2025-11-03T04:00:00Z,7.3,60.6,998.0,92,ok
44,SNS-04,Server Room,2025-11-03T04:00:00Z,20.7,35.3,1025.8,96,ok
45,SNS-05,Greenhouse 1,2025-11-03T04:00:00Z,23.0,72.6,997.8,72,ok
46,SNS-06,Greenhouse 2,2025-11-03T04:00:00Z,25.4,80.6,1018.7,60,ok
47,SNS-07,Roof Deck,2025-11-03T04:00:00Z,4.4,71.4,998.9,97,ok
48,SNS-08,Basement Corridor,2025-11-03T04:00:00Z,13.0,66.4,992.5,72,ok
49,SNS-09,Packing Hall,2025-11-03T04:00:00Z,19.4,51.8,1011.3,64,ok
50,SNS-10,Water Plant,2025-11-03T04:00:00Z,10.5,84.4,1008.3,74,ok
51,SNS-01,Cold Store A,2025-11-03T05:00:00Z,-19.0,65.3,1028.3,95,ok
52,SNS-02,Cold Store B,2025-11-03T05:00:00Z,-16.4,59.8,1028.5,11,low-battery
53,SNS-03,Loading Bay,2025-11-03T05:00:00Z,7.1,61.1,998.5,92,ok
54,SNS-04,Server Room,2025-11-03T05:00:00Z,20.9,35.2,1025.6,96,ok
55,SNS-05,Greenhouse 1,2025-11-03T05:00:00Z,23.2,72.0,997.2,72,ok
56,SNS-06,Greenhouse 2,2025-11-03T05:00:00Z,25.3,81.1,1018.8,60,ok
57,SNS-07,Roof Deck,2025-11-03T05:00:00Z,4.0,71.4,999.0,97,ok
58,SNS-08,Basement Corridor,2025-11-03T05:00:00Z,13.4,67.8,992.9,72,ok
59,SNS-09,Packing Hall,2025-11-03T05:00:00Z,19.7,51.3,1011.3,64,ok
60,SNS-10,Water Plant,2025-11-03T05:00:00Z,11.1,84.9,1008.4,74,ok
61,SNS-01,Cold Store A,2025-11-03T06:00:00Z,-18.4,66.5,1027.7,94,ok
62,SNS-02,Cold Store B,2025-11-03T06:00:00Z,-16.0,59.8,1029.1,10,low-battery
63,SNS-03,Loading Bay,2025-11-03T06:00:00Z,6.6,60.0,998.5,91,ok
64,SNS-04,Server Room,2025-11-03T06:00:00Z,21.5,36.4,1025.1,95,ok
65,SNS-05,Greenhouse 1,2025-11-03T06:00:00Z,23.3,71.7,997.2,71,ok
66,SNS-06,Greenhouse 2,2025-11-03T06:00:00Z,25.6,81.0,1019.2,59,ok
67,SNS-07,Roof Deck,2025-11-03T06:00:00Z,3.4,71.7,998.7,96,ok
68,SNS-08,Basement Corridor,2025-11-03T06:00:00Z,13.7,66.5,993.0,71,ok
69,SNS-09,Packing Hall,2025-11-03T06:00:00Z,19.9,52.6,1010.8,63,ok
70,SNS-10,Water Plant,2025-11-03T06:00:00Z,11.6,86.1,1008.2,73,ok
71,SNS-01,Cold Store A,2025-11-03T07:00:00Z,-17.7,66.6,1027.8,94,ok
72,SNS-02,Cold Store B,2025-11-03T07:00:00Z,-16.4,60.2,1029.7,10,low-battery
73,SNS-03,Loading Bay,2025-11-03T07:00:00Z,6.5,58.7,998.9,91,ok
74,SNS-04,Server Room,2025-11-03T07:00:00Z,21.3,36.5,1025.1,95,ok
75,SNS-05,Greenhouse 1,2025-11-03T07:00:00Z,23.0,71.3,997.5,71,ok
76,SNS-06,Greenhouse 2,2025-11-03T07:00:00Z,24.9,82.2,1018.6,59,ok
77,SNS-07,Roof Deck,2025-11-03T07:00:00Z,3.7,71.2,998.4,96,ok
78,SNS-08,Basement Corridor,2025-11-03T07:00:00Z,14.0,66.5,992.9,71,ok
79,SNS-09,Packing Hall,2025-11-03T07:00:00Z,20.1,52.4,1011.3,63,ok
80,SNS-10,Water Plant,2025-11-03T07:00:00Z,11.3,87.0,1008.1,73,ok
81,SNS-01,Cold Store A,2025-11-03T08:00:00Z,-17.2,66.3,1028.3,94,ok
82,SNS-02,Cold Store B,2025-11-03T08:00:00Z,-16.6,61.5,1029.7,10,low-battery
83,SNS-03,Loading Bay,2025-11-03T08:00:00Z,6.9,57.8,999.1,91,ok
84,SNS-04,Server Room,2025-11-03T08:00:00Z,21.5,35.8,1025.3,95,ok
85,SNS-05,Greenhouse 1,2025-11-03T08:00:00Z,22.5,70.9,997.2,71,ok
86,SNS-06,Greenhouse 2,2025-11-03T08:00:00Z,25.1,82.2,1018.5,59,ok
87,SNS-07,Roof Deck,2025-11-03T08:00:00Z,3.3,72.5,998.4,96,ok
88,SNS-08,Basement Corridor,2025-11-03T08:00:00Z,13.9,67.3,992.9,71,ok
89,SNS-09,Packing Hall,2025-11-03T08:00:00Z,20.5,52.2,1011.7,63,ok
90,SNS-10,Water Plant,2025-11-03T08:00:00Z,11.9,86.7,1008.2,73,ok
91,SNS-01,Cold Store A,2025-11-03T09:00:00Z,-16.9,66.0,1028.5,94,ok
92,SNS-02,Cold Store B,2025-11-03T09:00:00Z,-17.0,62.6,1029.8,10,low-battery
93,SNS-03,Loading Bay,2025-11-03T09:00:00Z,7.1,57.7,998.5,91,ok
94,SNS-04,Server Room,2025-11-03T09:00:00Z,22.2,36.0,1025.4,95,ok
95,SNS-05,Greenhouse 1,2025-11-03T09:00:00Z,22.8,70.8,997.5,71,ok
96,SNS-06,Greenhouse 2,2025-11-03T09:00:00Z,25.5,83.3,1018.9,59,ok
97,SNS-07,Roof Deck,2025-11-03T09:00:00Z,3.5,71.8,998.9,96,ok
98,SNS-08,Basement Corridor,2025-11-03T09:00:00Z,13.6,66.2,993.5,71,ok
99,SNS-09,Packing Hall,2025-11-03T09:00:00Z,19.9,52.5,1012.3,63,ok
100,SNS-10,Water Plant,2025-11-03T09:00:00Z,12.5,86.0,1008.6,73,ok
101,SNS-01,Cold Store A,2025-11-03T10:00:00Z,-16.3,67.3,1027.9,94,ok
102,SNS-02,Cold Store B,2025-11-03T10:00:00Z,-16.4,63.4,1029.9,10,low-battery
103,SNS-03,Loading Bay,2025-11-03T10:00:00Z,7.2,58.2,999.0,91,ok
104,SNS-04,Server Room,2025-11-03T10:00:00Z,21.7,34.9,1025.2,95,ok
105,SNS-05,Greenhouse 1,2025-11-03T10:00:00Z,22.7,69.6,997.6,71,ok
106,SNS-06,Greenhouse 2,2025-11-03T10:00:00Z,26.2,83.4,1019.4,59,ok
107,SNS-07,Roof Deck,2025-11-03T10:00:00Z,3.4,72.1,999.4,96,ok
108,SNS-08,Basement Corridor,2025-11-03T10:00:00Z,14.3,65.9,993.9,71,ok
109,SNS-09,Packing Hall,2025-11-03T10:00:00Z,19.5,52.0,1012.1,63,ok
110,SNS-10,Water Plant,2025-11-03T10:00:00Z,12.0,85.4,1008.5,73,ok
111,SNS-01,Cold Store A,2025-11-03T11:00:00Z,-16.6,68.6,1028.5,94,ok
112,SNS-02,Cold Store B,2025-11-03T11:00:00Z,-16.0,62.9,1030.5,10,low-battery
113,SNS-03,Loading Bay,2025-11-03T11:00:00Z,7.0,57.8,999.2,91,ok
114,SNS-04,Server Room,2025-11-03T11:00:00Z,21.7,35.8,1024.9,95,ok
115,SNS-05,Greenhouse 1,2025-11-03T11:00:00Z,23.4,69.2,998.1,71,ok
116,SNS-06,Greenhouse 2,2025-11-03T11:00:00Z,26.5,83.7,1018.8,59,ok
117,SNS-07,Roof Deck,2025-11-03T11:00:00Z,2.9,70.9,1000.0,96,ok
118,SNS-08,Basement Corridor,2025-11-03T11:00:00Z,13.7,66.7,994.4,71,ok
119,SNS-09,Packing Hall,2025-11-03T11:00:00Z,20.2,52.9,1012.0,63,ok
120,SNS-10,Water Plant,2025-11-03T11:00:00Z,11.5,85.3,1008.8,73,ok
121,SNS-01,Cold Store A,2025-11-03T12:00:00Z,-16.9,69.1,1028.5,93,ok
122,SNS-02,Cold Store B,2025-11-03T12:00:00Z,-15.4,63.1,1031.1,9,low-battery
123,SNS-03,Loading Bay,2025-11-03T12:00:00Z,7.3,58.3,998.7,90,ok
124,SNS-04,Server Room,2025-11-03T12:00:00Z,21.8,36.0,1025.4,94,ok
125,SNS-05,Greenhouse 1,2025-11-03T12:00:00Z,23.6,69.7,998.2,70,ok
126,SNS-06,Greenhouse 2,2025-11-03T12:00:00Z,26.7,83.7,1018.5,58,ok
127,SNS-07,Roof Deck,2025-11-03T12:00:00Z,2.3,70.5,999.7,95,ok
128,SNS-08,Basement Corridor,2025-11-03T12:00:00Z,13.9,65.6,994.8,70,ok
129,SNS-09,Packing Hall,2025-11-03T12:00:00Z,19.5,53.9,1012.2,62,ok
130,SNS-10,Water Plant,2025-11-03T12:00:00Z,11.6,84.8,1008.8,72,ok
131,SNS-01,Cold Store A,2025-11-03T13:00:00Z,-16.8,70.4,1028.6,93,ok
132,SNS-02,Cold Store B,2025-11-03T13:00:00Z,-15.8,64.2,1031.3,9,low-battery
133,SNS-03,Loading Bay,2025-11-03T13:00:00Z,7.9,59.6,999.3,90,ok
134,SNS-04,Server Room,2025-11-03T13:00:00Z,21.3,35.4,1025.5,94,ok
135,SNS-05,Greenhouse 1,2025-11-03T13:00:00Z,24.0,68.4,998.0,70,ok
136,SNS-06,Greenhouse 2,2025-11-03T13:00:00Z,27.4,83.6,1018.9,58,ok
137,SNS-07,Roof Deck,2025-11-03T13:00:00Z,2.2,70.4,999.9,95,ok
138,SNS-08,Basement Corridor,2025-11-03T13:00:00Z,14.5,64.3,994.7,70,ok
139,SNS-09,Packing Hall,2025-11-03T13:00:00Z,20.1,54.5,1012.3,62,ok
140,SNS-10,Water Plant,2025-11-03T13:00:00Z,11.6,85.3,1008.3,72,ok
141,SNS-01,Cold Store A,2025-11-03T14:00:00Z,-16.5,70.4,1028.4,93,ok
142,SNS-02,Cold Store B,2025-11-03T14:00:00Z,-16.1,64.7,1031.7,9,low-battery
143,SNS-03,Loading Bay,2025-11-03T14:00:00Z,7.2,58.9,998.9,90,ok
144,SNS-04,Server Room,2025-11-03T14:00:00Z,20.7,34.4,1025.8,94,ok
145,SNS-05,Greenhouse 1,2025-11-03T14:00:00Z,23.3,67.1,997.8,70,ok
146,SNS-06,Greenhouse 2,2025-11-03T14:00:00Z,27.9,82.6,1018.7,58,ok
147,SNS-07,Roof Deck,2025-11-03T14:00:00Z,1.5,71.7,999.5,95,ok
148,SNS-08,Basement Corridor,2025-11-03T14:00:00Z,14.6,63.0,994.9,70,ok
149,SNS-09,Packing Hall,2025-11-03T14:00:00Z,20.5,53.5,1012.0,62,ok
150,SNS-10,Water Plant,2025-11-03T14:00:00Z,12.0,84.5,1008.2,72,ok
151,SNS-01,Cold Store A,2025-11-03T15:00:00Z,-17.1,71.4,1028.7,93,ok
152,SNS-02,Cold Store B,2025-11-03T15:00:00Z,-15.7,64.1,1032.1,9,low-battery
153,SNS-03,Loading Bay,2025-11-03T15:00:00Z,7.6,59.4,998.3,90,ok
154,SNS-04,Server Room,2025-11-03T15:00:00Z,20.4,34.6,1026.4,94,ok
155,SNS-05,Greenhouse 1,2025-11-03T15:00:00Z,23.3,66.6,998.4,70,ok
156,SNS-06,Greenhouse 2,2025-11-03T15:00:00Z,27.7,82.1,1019.3,58,ok
157,SNS-07,Roof Deck,2025-11-03T15:00:00Z,1.4,71.7,1000.1,95,warning
158,SNS-08,Basement Corridor,2025-11-03T15:00:00Z,14.5,63.3,994.6,70,ok
159,SNS-09,Packing Hall,2025-11-03T15:00:00Z,19.9,54.0,1011.8,62,ok
160,SNS-10,Water Plant,2025-11-03T15:00:00Z,11.8,83.2,1008.7,72,ok
161,SNS-01,Cold Store A,2025-11-03T16:00:00Z,-17.5,71.6,1029.1,93,ok
162,SNS-02,Cold Store B,2025-11-03T16:00:00Z,-16.4,65.3,1032.1,9,low-battery
163,SNS-03,Loading Bay,2025-11-03T16:00:00Z,7.9,59.7,997.7,90,ok
164,SNS-04,Server Room,2025-11-03T16:00:00Z,20.1,35.6,1026.4,94,ok
165,SNS-05,Greenhouse 1,2025-11-03T16:00:00Z,22.9,65.7,998.8,70,ok
166,SNS-06,Greenhouse 2,2025-11-03T16:00:00Z,28.4,82.6,1019.3,58,ok
167,SNS-07,Roof Deck,2025-11-03T16:00:00Z,2.0,73.1,1000.2,95,ok
168,SNS-08,Basement Corridor,2025-11-03T16:00:00Z,14.3,64.7,995.2,70,ok
169,SNS-09,Packing Hall,2025-11-03T16:00:00Z,19.8,53.5,1011.8,62,ok
170,SNS-10,Water Plant,2025-11-03T16:00:00Z,12.5,84.3,1008.9,72,ok
171,SNS-01,Cold Store A,2025-11-03T17:00:00Z,-18.2,72.8,1029.1,93,ok
172,SNS-02,Cold Store B,2025-11-03T17:00:00Z,-15.9,65.9,1031.7,9,low-battery
173,SNS-03,Loading Bay,2025-11-03T17:00:00Z,8.5,60.7,998.0,90,ok
174,SNS-04,Server Room,2025-11-03T17:00:00Z,19.4,34.4,1026.2,94,ok
175,SNS-05,Greenhouse 1,2025-11-03T17:00:00Z,23.0,65.3,998.3,70,ok
176,SNS-06,Greenhouse 2,2025-11-03T17:00:00Z,29.0,83.8,1019.7,58,ok
177,SNS-07,Roof Deck,2025-11-03T17:00:00Z,2.0,73.0,999.8,95,ok
178,SNS-08,Basement Corridor,2025-11-03T17:00:00Z,14.7,64.6,995.1,70,ok
179,SNS-09,Packing Hall,2025-11-03T17:00:00Z,20.5,53.5,1011.2,62,ok
180,SNS-10,Water Plant,2025-11-03T17:00:00Z,12.1,84.4,1009.5,72,ok
181,SNS-01,Cold Store A,2025-11-03T18:00:00Z,-18.9,72.3,1029.3,92,ok
182,SNS-02,Cold Store B,2025-11-03T18:00:00Z,-15.6,66.8,1032.1,8,low-battery
183,SNS-03,Loading Bay,2025-11-03T18:00:00Z,7.9,60.2,998.0,89,ok
184,SNS-04,Server Room,2025-11-03T18:00:00Z,19.9,34.8,1025.9,93,ok
185,SNS-05,Greenhouse 1,2025-11-03T18:00:00Z,22.8,65.0,998.4,69,ok
186,SNS-06,Greenhouse 2,2025-11-03T18:00:00Z,29.4,83.5,1019.8,57,ok
187,SNS-07,Roof Deck,2025-11-03T18:00:00Z,1.4,74.2,1000.0,94,warning
188,SNS-08,Basement Corridor,2025-11-03T18:00:00Z,15.3,63.4,995.3,69,ok
189,SNS-09,Packing Hall,2025-11-03T18:00:00Z,20.2,54.4,1011.1,61,ok
190,SNS-10,Water Plant,2025-11-03T18:00:00Z,12.8,84.7,1009.1,71,ok
191,SNS-01,Cold Store A,2025-11-03T19:00:00Z,-19.2,72.3,1029.8,92,ok
192,SNS-02,Cold Store B,2025-11-03T19:00:00Z,-15.5,66.8,1032.3,8,low-battery
193,SNS-03,Loading Bay,2025-11-03T19:00:00Z,8.4,60.7,998.6,89,ok
194,SNS-04,Server Room,2025-11-03T19:00:00Z,20.2,33.9,1026.5,93,ok
195,SNS-05,Greenhouse 1,2025-11-03T19:00:00Z,22.1,64.7,998.1,69,ok
196,SNS-06,Greenhouse 2,2025-11-03T19:00:00Z,29.8,84.1,1019.6,57,ok
197,SNS-07,Roof Deck,2025-11-03T19:00:00Z,0.7,74.8,999.4,94,warning
198,SNS-08,Basement Corridor,2025-11-03T19:00:00Z,15.0,63.3,995.5,69,ok
199,SNS-09,Packing Hall,2025-11-03T19:00:00Z,20.4,55.7,1011.4,61,ok
200,SNS-10,Water Plant,2025-11-03T19:00:00Z,12.6,84.8,1009.5,71,ok
201,SNS-01,Cold Store A,2025-11-03T20:00:00Z,-19.2,73.3,1030.3,92,ok
202,SNS-02,Cold Store B,2025-11-03T20:00:00Z,-15.3,67.2,1031.9,8,low-battery
203,SNS-03,Loading Bay,2025-11-03T20:00:00Z,9.0,62.0,998.2,89,ok
204,SNS-04,Server Room,2025-11-03T20:00:00Z,19.8,34.4,1026.9,93,ok
205,SNS-05,Greenhouse 1,2025-11-03T20:00:00Z,22.0,63.5,998.3,69,ok
206,SNS-06,Greenhouse 2,2025-11-03T20:00:00Z,30.3,83.7,1020.2,57,ok
207,SNS-07,Roof Deck,2025-11-03T20:00:00Z,0.6,75.1,999.3,94,warning
208,SNS-08,Basement Corridor,2025-11-03T20:00:00Z,15.0,64.4,995.5,69,ok
209,SNS-09,Packing Hall,2025-11-03T20:00:00Z,21.1,54.5,1012.0,61,ok
210,SNS-10,Water Plant,2025-11-03T20:00:00Z,11.9,85.7,1009.9,71,ok
211,SNS-01,Cold Store A,2025-11-03T21:00:00Z,-19.1,73.6,1030.0,92,ok
212,SNS-02,Cold Store B,2025-11-03T21:00:00Z,-15.3,68.5,1032.5,8,low-battery
213,SNS-03,Loading Bay,2025-11-03T21:00:00Z,8.4,60.9,998.2,89,ok
214,SNS-04,Server Room,2025-11-03T21:00:00Z,19.4,34.4,1027.5,93,ok
215,SNS-05,Greenhouse 1,2025-11-03T21:00:00Z,21.5,62.5,998.4,69,ok
216,SNS-06,Greenhouse 2,2025-11-03T21:00:00Z,30.5,83.8,1020.3,57,ok
217,SNS-07,Roof Deck,2025-11-03T21:00:00Z,0.9,74.9,999.9,94,warning
218,SNS-08,Basement Corridor,2025-11-03T21:00:00Z,15.6,63.2,995.9,69,ok
219,SNS-09,Packing Hall,2025-11-03T21:00:00Z,21.0,53.7,1011.4,61,ok
220,SNS-10,Water Plant,2025-11-03T21:00:00Z,11.7,84.8,1010.4,71,ok
221,SNS-01,Cold Store A,2025-11-03T22:00:00Z,-19.6,74.4,1030.6,92,ok
222,SNS-02,Cold Store B,2025-11-03T22:00:00Z,-14.9,67.2,1032.0,8,low-battery
223,SNS-03,Loading Bay,2025-11-03T22:00:00Z,9.0,60.3,998.5,89,ok
224,SNS-04,Server Room,2025-11-03T22:00:00Z,19.2,35.2,1026.9,93,ok
225,SNS-05,Greenhouse 1,2025-11-03T22:00:00Z,21.6,61.1,997.9,69,ok
226,SNS-06,Greenhouse 2,2025-11-03T22:00:00Z,30.5,84.7,1020.7,57,ok
227,SNS-07,Roof Deck,2025-11-03T22:00:00Z,0.6,75.0,1000.2,94,warning
228,SNS-08,Basement Corridor,2025-11-03T22:00:00Z,16.3,64.0,995.5,69,ok
229,SNS-09,Packing Hall,2025-11-03T22:00:00Z,20.3,54.7,1010.9,61,ok
230,SNS-10,Water Plant,2025-11-03T22:00:00Z,11.8,85.5,1010.2,71,ok
231,SNS-01,Cold Store A,2025-11-03T23:00:00Z,-19.2,75.0,1030.4,92,ok
232,SNS-02,Cold Store B,2025-11-03T23:00:00Z,-14.7,66.2,1032.1,8,low-battery
233,SNS-03,Loading Bay,2025-11-03T23:00:00Z,8.6,60.0,997.9,89,ok
234,SNS-04,Server Room,2025-11-03T23:00:00Z,19.5,34.8,1026.6,93,ok
235,SNS-05,Greenhouse 1,2025-11-03T23:00:00Z,21.4,60.4,997.9,69,ok
236,SNS-06,Greenhouse 2,2025-11-03T23:00:00Z,30.9,85.6,1020.7,57,ok
237,SNS-07,Roof Deck,2025-11-03T23:00:00Z,0.4,74.4,1000.4,94,warning
238,SNS-08,Basement Corridor,2025-11-03T23:00:00Z,16.8,63.6,995.9,69,ok
239,SNS-09,Packing Hall,2025-11-03T23:00:00Z,20.4,53.4,1011.3,61,ok
240,SNS-10,Water Plant,2025-11-03T23:00:00Z,11.1,84.2,1010.7,71,ok
241,SNS-01,Cold Store A,2025-11-04T00:00:00Z,-19.9,75.7,1030.6,91,ok
242,SNS-02,Cold Store B,2025-11-04T00:00:00Z,-15.1,65.7,1032.2,7,low-battery
243,SNS-03,Loading Bay,2025-11-04T00:00:00Z,8.0,58.6,997.4,88,ok
244,SNS-04,Server Room,2025-11-04T00:00:00Z,18.9,34.0,1026.8,92,ok
245,SNS-05,Greenhouse 1,2025-11-04T00:00:00Z,21.2,60.2,997.5,68,ok
246,SNS-06,Greenhouse 2,2025-11-04T00:00:00Z,31.3,84.7,1021.0,56,warning
247,SNS-07,Roof Deck,2025-11-04T00:00:00Z,0.7,74.6,1000.3,93,warning
248,SNS-08,Basement Corridor,2025-11-04T00:00:00Z,16.6,62.4,996.5,68,ok
249,SNS-09,Packing Hall,2025-11-04T00:00:00Z,20.6,53.3,1011.6,60,ok
250,SNS-10,Water Plant,2025-11-04T00:00:00Z,11.6,85.1,1010.8,70,ok
251,SNS-01,Cold Store A,2025-11-04T01:00:00Z,-19.4,76.1,1031.0,91,ok
252,SNS-02,Cold Store B,2025-11-04T01:00:00Z,-15.3,64.3,1032.0,7,low-battery
253,SNS-03,Loading Bay,2025-11-04T01:00:00Z,8.7,57.7,998.0,88,ok
254,SNS-04,Server Room,2025-11-04T01:00:00Z,18.7,34.8,1026.9,92,ok
255,SNS-05,Greenhouse 1,2025-11-04T01:00:00Z,20.6,58.9,997.6,68,ok
256,SNS-06,Greenhouse 2,2025-11-04T01:00:00Z,31.6,85.9,1021.3,56,warning
257,SNS-07,Roof Deck,2025-11-04T01:00:00Z,0.1,73.9,1000.6,93,warning
258,SNS-08,Basement Corridor,2025-11-04T01:00:00Z,17.3,63.7,996.0,68,ok
259,SNS-09,Packing Hall,2025-11-04T01:00:00Z,20.4,52.7,1011.7,60,ok
260,SNS-10,Water Plant,2025-11-04T01:00:00Z,12.3,85.4,1010.7,70,ok
261,SNS-01,Cold Store A,2025-11-04T02:00:00Z,-18.9,75.5,1031.4,91,ok
262,SNS-02,Cold Store B,2025-11-04T02:00:00Z,-15.2,63.6,1032.3,7,low-battery
263,SNS-03,Loading Bay,2025-11-04T02:00:00Z,9.4,58.0,998.2,88,ok
264,SNS-04,Server Room,2025-11-04T02:00:00Z,18.0,35.4,1026.7,92,ok
265,SNS-05,Greenhouse 1,2025-11-04T02:00:00Z,20.7,57.7,997.5,68,ok
266,SNS-06,Greenhouse 2,2025-11-04T02:00:00Z,32.3,86.6,1021.5,56,warning
267,SNS-07,Roof Deck,2025-11-04T02:00:00Z,0.8,73.4,1000.0,93,warning
268,SNS-08,Basement Corridor,2025-11-04T02:00:00Z,16.8,64.6,995.8,68,ok
269,SNS-09,Packing Hall,2025-11-04T02:00:00Z,19.8,52.2,1011.5,60,ok
270,SNS-10,Water Plant,2025-11-04T02:00:00Z,11.8,85.4,1010.2,70,ok
271,SNS-01,Cold Store A,2025-11-04T03:00:00Z,-19.2,74.2,1031.2,91,ok
272,SNS-02,Cold Store B,2025-11-04T03:00:00Z,-15.1,63.8,1032.8,7,low-battery
273,SNS-03,Loading Bay,2025-11-04T03:00:00Z,8.9,58.4,998.6,88,ok
274,SNS-04,Server Room,2025-11-04T03:00:00Z,18.2,36.2,1026.5,92,ok
275,SNS-05,Greenhouse 1,2025-11-04T03:00:00Z,21.1,56.4,998.0,68,ok
276,SNS-06,Greenhouse 2,2025-11-04T03:00:00Z,32.9,86.8,1021.6,56,warning
277,SNS-07,Roof Deck,2025-11-04T03:00:00Z,0.3,73.4,999.4,93,warning
278,SNS-08,Basement Corridor,2025-11-04T03:00:00Z,17.3,65.2,996.3,68,ok
279,SNS-09,Packing Hall,2025-11-04T03:00:00Z,19.6,52.5,1011.6,60,ok
280,SNS-10,Water Plant,2025-11-04T03:00:00Z,11.6,86.3,1010.7,70,ok
281,SNS-01,Cold Store A,2025-11-04T04:00:00Z,-19.6,74.7,1030.9,91,ok
282,SNS-02,Cold Store B,2025-11-04T04:00:00Z,-14.6,64.8,1033.1,7,low-battery
283,SNS-03,Loading Bay,2025-11-04T04:00:00Z,9.1,57.9,998.6,88,ok
284,SNS-04,Server Room,2025-11-04T04:00:00Z,18.3,35.1,1026.9,92,ok
285,SNS-05,Greenhouse 1,2025-11-04T04:00:00Z,20.9,56.5,998.2,68,ok
286,SNS-06,Greenhouse 2,2025-11-04T04:00:00Z,32.8,87.2,1022.0,56,warning
287,SNS-07,Roof Deck,2025-11-04T04:00:00Z,-0.2,74.8,999.4,93,warning
288,SNS-08,Basement Corridor,2025-11-04T04:00:00Z,17.6,65.8,995.7,68,warning
